item_id,item_name,item_type,equip_slot,attack_bonus,defense_bonus,speed_bonus,heal_amount,energy_restore,credit_value,description,icon_path,effects,effect_amount,effect_element,effect_stat,weapon_type,is_consumable
armor_crusader_regular_arms,Knight Arms Armor,ARMOR,ARMS,0,7,-1,0,0,50,Regular heavy armor for the Crusader class.,res://Data/Items/armor.png,+5 defense against MAGIC,5,MAGIC,defense,,FALSE
armor_crusader_regular_legs,Knight Legs Armor,ARMOR,LEGS,0,7,-1,0,0,50,Regular heavy armor for the Crusader class.,res://Data/Items/armor.png,+3 defense against MAGIC,3,MAGIC,defense,,FALSE
armor_crusader_regular_feet,Knight Feet Armor,ARMOR,FEET,0,7,-1,0,0,50,Regular heavy armor for the Crusader class.,res://Data/Items/armor.png,+3 defense against MAGIC,3,MAGIC,defense,,FALSE
weap_crusader_regular_primary,Longsword,WEAPON,RIGHT_HAND,8,0,0,0,0,80,Regular primary weapon for the Crusader.,res://Data/Items/weapon.png,,,,,BLADE,FALSE
armor_crusader_regular_shield,Steel Kite Shield,ARMOR,LEFT_HAND,0,5,-1,0,0,60,A sturdy shield for the Crusader.,res://Data/Items/shield.png,+5 defense against MAGIC,5,MAGIC,defense,,FALSE
armor_crusader_advanced_head,Paladin EX Head Armor,ARMOR,HEAD,0,12,0,0,0,200,Advanced heavy armor for the Crusader class.,res://Data/Items/armor.png,+3 defense against MAGIC,3,MAGIC,defense,,FALSE
armor_crusader_advanced_body,Paladin EX Body Armor,ARMOR,BODY,0,14,0,0,0,200,Advanced heavy armor for the Crusader class.,res://Data/Items/armor.png,+3 defense against MAGIC,3,MAGIC,defense,,FALSE
armor_crusader_advanced_arms,Paladin EX Arms Armor,ARMOR,ARMS,0,12,0,0,0,200,Advanced heavy armor for the Crusader class.,res://Data/Items/armor.png,+2 defense against MAGIC,2,MAGIC,defense,,FALSE
armor_crusader_advanced_legs,Paladin EX Legs Armor,ARMOR,LEGS,0,12,0,0,0,200,Advanced heavy armor for the Crusader class.,res://Data/Items/armor.png,+4 defense against MAGIC,4,MAGIC,defense,,FALSE
armor_crusader_advanced_feet,Paladin EX Feet Armor,ARMOR,FEET,0,12,0,0,0,200,Advanced heavy armor for the Crusader class.,res://Data/Items/armor.png,+5 defense against MAGIC,5,MAGIC,defense,,FALSE
weap_crusader_advanced_primary,Power Sword,WEAPON,RIGHT_HAND,18,0,0,0,0,350,Advanced primary weapon for the Crusader.,res://Data/Items/weapon.png,,,,,BLADE,FALSE
armor_crusader_advanced_shield,Energy Shield,ARMOR,LEFT_HAND,0,10,-1,0,0,330,A sturdy shield for the Crusader.,res://Data/Items/shield.png,+1 defense against MAGIC,1,MAGIC,defense,,FALSE
armor_ronin_regular_head,Lamellar Head Armor,ARMOR,HEAD,0,7,-1,0,0,50,Regular heavy armor for the Ronin class.,res://Data/Items/armor.png,+3 defense against RANGED,3,RANGED,defense,,FALSE
armor_ronin_regular_body,Lamellar Body Armor,ARMOR,BODY,0,9,-1,0,0,50,Regular heavy armor for the Ronin class.,res://Data/Items/armor.png,+5 defense against RANGED,5,RANGED,defense,,FALSE
armor_ronin_regular_arms,Lamellar Arms Armor,ARMOR,ARMS,0,7,-1,0,0,50,Regular heavy armor for the Ronin class.,res://Data/Items/armor.png,+1 defense against RANGED,1,RANGED,defense,,FALSE
armor_ronin_regular_legs,Lamellar Legs Armor,ARMOR,LEGS,0,7,-1,0,0,50,Regular heavy armor for the Ronin class.,res://Data/Items/armor.png,+2 defense against RANGED,2,RANGED,defense,,FALSE
armor_ronin_regular_feet,Lamellar Feet Armor,ARMOR,FEET,0,7,-1,0,0,50,Regular heavy armor for the Ronin class.,res://Data/Items/armor.png,+5 defense against RANGED,5,RANGED,defense,,FALSE
weap_ronin_regular_primary,Uchigatana,WEAPON,BOTH_HANDS,8,0,0,0,0,80,Regular primary weapon for the Ronin.,res://Data/Items/weapon.png,,,,,BLADE,FALSE
armor_ronin_advanced_head,Neo-Samurai Head Armor,ARMOR,HEAD,0,12,0,0,0,200,Advanced heavy armor for the Ronin class.,res://Data/Items/armor.png,+1 defense against RANGED,1,RANGED,defense,,FALSE
armor_ronin_advanced_body,Neo-Samurai Body Armor,ARMOR,BODY,0,14,0,0,0,200,Advanced heavy armor for the Ronin class.,res://Data/Items/armor.png,+2 defense against RANGED,2,RANGED,defense,,FALSE
armor_ronin_advanced_arms,Neo-Samurai Arms Armor,ARMOR,ARMS,0,12,0,0,0,200,Advanced heavy armor for the Ronin class.,res://Data/Items/armor.png,+4 defense against RANGED,4,RANGED,defense,,FALSE
armor_ronin_advanced_legs,Neo-Samurai Legs Armor,ARMOR,LEGS,0,12,0,0,0,200,Advanced heavy armor for the Ronin class.,res://Data/Items/armor.png,+4 defense against RANGED,4,RANGED,defense,,FALSE
armor_ronin_advanced_feet,Neo-Samurai Feet Armor,ARMOR,FEET,0,12,0,0,0,200,Advanced heavy armor for the Ronin class.,res://Data/Items/armor.png,+2 defense against RANGED,2,RANGED,defense,,FALSE
weap_ronin_advanced_primary,Mono-Katana,WEAPON,BOTH_HANDS,18,0,0,0,0,350,Advanced primary weapon for the Ronin.,res://Data/Items/weapon.png,,,,,BLADE,FALSE
armor_voidhand_regular_head,Monk Head Garb,ARMOR,HEAD,0,2,1,0,0,50,Regular robe armor for the Voidhand class.,res://Data/Items/armor.png,+4 defense against MAGIC,4,MAGIC,defense,,FALSE
armor_voidhand_regular_body,Monk Body Garb,ARMOR,BODY,0,4,1,0,0,50,Regular robe armor for the Voidhand class.,res://Data/Items/armor.png,+3 defense against MAGIC,3,MAGIC,defense,,FALSE
armor_voidhand_regular_arms,Monk Arms Garb,ARMOR,ARMS,0,2,1,0,0,50,Regular robe armor for the Voidhand class.,res://Data/Items/armor.png,+2 defense against MAGIC,2,MAGIC,defense,,FALSE
armor_voidhand_regular_legs,Monk Legs Garb,ARMOR,LEGS,0,2,1,0,0,50,Regular robe armor for the Voidhand class.,res://Data/Items/armor.png,+1 defense against MAGIC,1,MAGIC,defense,,FALSE
armor_voidhand_regular_feet,Monk Feet Garb,ARMOR,FEET,0,2,1,0,0,50,Regular robe armor for the Voidhand class.,res://Data/Items/armor.png,+4 defense against MAGIC,4,MAGIC,defense,,FALSE
weap_voidhand_regular_primary,Iron Knuckles,WEAPON,RIGHT_HAND,8,0,0,0,0,80,Regular primary weapon for the Voidhand.,res://Data/Items/weapon.png,,,,,BASH,FALSE
armor_voidhand_advanced_head,Kinetic Mesh Head Garb,ARMOR,HEAD,0,4,2,0,0,200,Advanced robe armor for the Voidhand class.,res://Data/Items/armor.png,+5 defense against MAGIC,5,MAGIC,defense,,FALSE
armor_voidhand_advanced_body,Kinetic Mesh Body Garb,ARMOR,BODY,0,6,2,0,0,200,Advanced robe armor for the Voidhand class.,res://Data/Items/armor.png,+1 defense against MAGIC,1,MAGIC,defense,,FALSE
armor_voidhand_advanced_arms,Kinetic Mesh Arms Garb,ARMOR,ARMS,0,4,2,0,0,200,Advanced robe armor for the Voidhand class.,res://Data/Items/armor.png,+3 defense against MAGIC,3,MAGIC,defense,,FALSE
armor_voidhand_advanced_legs,Kinetic Mesh Legs Garb,ARMOR,LEGS,0,4,2,0,0,200,Advanced robe armor for the Voidhand class.,res://Data/Items/armor.png,+4 defense against MAGIC,4,MAGIC,defense,,FALSE
armor_voidhand_advanced_feet,Kinetic Mesh Feet Garb,ARMOR,FEET,0,4,2,0,0,200,Advanced robe armor for the Voidhand class.,res://Data/Items/armor.png,+3 defense against MAGIC,3,MAGIC,defense,,FALSE
weap_voidhand_advanced_primary,Power Gauntlets,WEAPON,RIGHT_HAND,18,0,0,0,0,350,Advanced primary weapon for the Voidhand.,res://Data/Items/weapon.png,,,,,BASH,FALSE
armor_ghostblade_regular_head,Shinobi Head Armor,ARMOR,HEAD,0,4,0,0,0,50,Regular leather armor for the Ghostblade class.,res://Data/Items/armor.png,+4 defense against BLADE,4,BLADE,defense,,FALSE
armor_ghostblade_regular_body,Shinobi Body Armor,ARMOR,BODY,0,6,0,0,0,50,Regular leather armor for the Ghostblade class.,res://Data/Items/armor.png,+4 defense against BLADE,4,BLADE,defense,,FALSE
armor_ghostblade_regular_arms,Shinobi Arms Armor,ARMOR,ARMS,0,4,0,0,0,50,Regular leather armor for the Ghostblade class.,res://Data/Items/armor.png,+1 defense against BLADE,1,BLADE,defense,,FALSE
armor_ghostblade_regular_legs,Shinobi Legs Armor,ARMOR,LEGS,0,4,0,0,0,50,Regular leather armor for the Ghostblade class.,res://Data/Items/armor.png,+2 defense against BLADE,2,BLADE,defense,,FALSE
armor_ghostblade_regular_feet,Shinobi Feet Armor,ARMOR,FEET,0,4,0,0,0,50,Regular leather armor for the Ghostblade class.,res://Data/Items/armor.png,+3 defense against BLADE,3,BLADE,defense,,FALSE
weap_ghostblade_regular_primary,Ninjato,WEAPON,RIGHT_HAND,8,0,0,0,0,80,Regular primary weapon for the Ghostblade.,res://Data/Items/weapon.png,,,,,BLADE,FALSE
weap_ghostblade_regular_ammo,Steel Shuriken,WEAPON,NONE,4,0,0,0,0,8,Ammunition for the Ghostblade.,res://Data/Items/ammo.png,,,,,RANGED,TRUE
weap_ghostblade_regular_backup,Iron Dagger,WEAPON,RIGHT_HAND,5,0,1,0,0,40,Backup melee weapon for the Ghostblade.,res://Data/Items/dagger.png,,,,,BLADE,FALSE
armor_ghostblade_advanced_head,Cyber-Ninja Head Armor,ARMOR,HEAD,0,7,1,0,0,200,Advanced leather armor for the Ghostblade class.,res://Data/Items/armor.png,+2 defense against BLADE,2,BLADE,defense,,FALSE
armor_ghostblade_advanced_body,Cyber-Ninja Body Armor,ARMOR,BODY,0,9,1,0,0,200,Advanced leather armor for the Ghostblade class.,res://Data/Items/armor.png,+2 defense against BLADE,2,BLADE,defense,,FALSE
armor_ghostblade_advanced_arms,Cyber-Ninja Arms Armor,ARMOR,ARMS,0,7,1,0,0,200,Advanced leather armor for the Ghostblade class.,res://Data/Items/armor.png,+3 defense against BLADE,3,BLADE,defense,,FALSE
armor_ghostblade_advanced_legs,Cyber-Ninja Legs Armor,ARMOR,LEGS,0,7,1,0,0,200,Advanced leather armor for the Ghostblade class.,res://Data/Items/armor.png,+5 defense against BLADE,5,BLADE,defense,,FALSE
armor_ghostblade_advanced_feet,Cyber-Ninja Feet Armor,ARMOR,FEET,0,7,1,0,0,200,Advanced leather armor for the Ghostblade class.,res://Data/Items/armor.png,+3 defense against BLADE,3,BLADE,defense,,FALSE
weap_ghostblade_advanced_primary,High-Frequency Blade,WEAPON,RIGHT_HAND,18,0,0,0,0,350,Advanced primary weapon for the Ghostblade.,res://Data/Items/weapon.png,,,,,BLADE,FALSE
weap_ghostblade_advanced_ammo,Holo-Shuriken,WEAPON,NONE,9,0,0,0,0,35,Ammunition for the Ghostblade.,res://Data/Items/ammo.png,,,,,RANGED,TRUE
weap_ghostblade_advanced_backup,Laser Dagger,WEAPON,RIGHT_HAND,12,0,1,0,0,175,Backup melee weapon for the Ghostblade.,res://Data/Items/dagger.png,,,,,BLADE,FALSE
pot_catnip,Catnip Potion,POTION,NONE,0,0,0,15,5,40,Concentrated liquid catnip. Restores 15 HP and 5 Energy.,res://Data/Items/health.png,,,,,,TRUE
pot_hp_5,Health Potion (+5),POTION,NONE,0,0,0,5,0,10,+5 HP RESTORE,res://Data/Items/health.png,,,,,,TRUE
pot_hp_25,Health Potion (+25),POTION,NONE,0,0,0,25,0,50,+25 HP RESTORE,res://Data/Items/health.png,,,,,,TRUE
pot_hp_50,Health Potion (+50),POTION,NONE,0,0,0,50,0,100,+50 HP RESTORE,res://Data/Items/health.png,,,,,,TRUE
pot_hp_100,Health Potion (+100),POTION,NONE,0,0,0,100,0,200,+100 HP RESTORE,res://Data/Items/health.png,,,,,,TRUE
pot_hp_full,Health Potion (Full),POTION,NONE,0,0,0,100000,0,500,FULL HP RESTORE,res://Data/Items/health.png,,,,,,TRUE
pot_mana_5,Mana Potion (+5),POTION,NONE,0,0,0,0,5,10,+5 MANA RESTORE,res://Data/Items/health.png,,,,,,TRUE
pot_mana_25,Mana Potion (+25),POTION,NONE,0,0,0,0,25,50,+25 MANA RESTORE,res://Data/Items/health.png,,,,,,TRUE
pot_mana_50,Mana Potion (+50),POTION,NONE,0,0,0,0,50,100,+50 MANA RESTORE,res://Data/Items/health.png,,,,,,TRUE
pot_mana_100,Mana Potion (+100),POTION,NONE,0,0,0,0,100,200,+100 MANA RESTORE,res://Data/Items/health.png,,,,,,TRUE
pot_mana_full,Mana Potion (Full),POTION,NONE,0,0,0,0,100000,500,FULL MANA RESTORE,res://Data/Items/health.png,,,,,,TRUE
pot_revive,Revive Potion,POTION,NONE,0,0,0,0,0,1000,Revive Downed Ally,res://Data/Items/health.png,Revive Downed Ally,1,LIFE,life,,TRUE
